$,','s,",",2022,:,?,a,after,and,at,be,business,by,cnbc,driver,for,from,get,have,how,in,it,life,more,new,news,of,on,reuters,s,stock,switch,the,thestreet,time,to,verge,will,with,york,|,–,’
0.012775634582914835,0.01018664716604196,0.03140371471375772,0.06714735671219955,0.00826138187336362,0.029588853941940062,0.09749734489858385,0.040207845382656794,0.00932962468562997,0.02433275751206508,0.013602296083878966,0.03372433013207023,0.009803153744882042,0.009291369261577845,0.017809106793870034,0.008940898721528957,0.021784139421865457,0.012036162442971305,0.0172889162522483,0.012530322172296838,0.04507654154402284,0.044053476293729514,0.014533454680457275,0.0077136820308961775,0.008164124633463539,0.018551943589369693,0.010730293831949346,0.02425252177013833,0.018433960080322255,0.015912842627059064,0.00843052964403733,0.022847793956468847,0.03747031524716417,0.057149711756018004,0.02376322404928565,0.009537564931804321,0.04144109098724236,0.02603442511838077,0.009080817250264972,0.016949979748491828,0.00677891722197915,0.0076704108160794765,0.02317846706937997,0.014702054625651911
0.012684526680590742,0.013010826090710786,0.02788588557948426,0.06910800422759265,0.009692542473652673,0.02631722713609594,0.09128390133544956,0.035960184025423364,0.008011330790702091,0.027773492494887045,0.015410123092514797,0.03656277388485234,0.009817458743650939,0.008662190411845887,0.014439447566320786,0.00834975139671621,0.022311986143143846,0.014751482655389362,0.01681880923298703,0.009337729705846252,0.054370888984357595,0.03145157227620842,0.01936737718622548,0.006722965493893867,0.009685531380384723,0.022148870543074975,0.013356225293383366,0.027919305402983728,0.016977245293682358,0.020476146720191823,0.008088787364842304,0.018569534815700933,0.03308147404054043,0.06273565412102433,0.035000254952509274,0.009991780711548133,0.03722056311587615,0.01199391317695272,0.005561203711270006,0.022873232993684618,0.004914568905237614,0.0068716067210951755,0.024698359415689576,0.01773326371178586
0.012378534074494229,0.010498638917707042,0.03076282340329583,0.05649055043934592,0.012295042993905011,0.0237172583220903,0.08890893069556156,0.045439874413486764,0.0058544347307525665,0.02626094375288242,0.010326776476948253,0.029545194631709716,0.007673359023842404,0.009627286064293777,0.018619242932889798,0.008038886025002853,0.023210637395077057,0.01075025097770907,0.013470330926460168,0.01068374382066958,0.09505669631214629,0.04499766838084267,0.011382090853155684,0.007884463673950631,0.006696481710589471,0.020939667838635465,0.015903483079987173,0.025933655060413473,0.017321519519391076,0.014242818079114802,0.008460985182057885,0.02183589914655801,0.056404473352610666,0.04964217312122569,0.028069557847964492,0.010026158603945703,0.03654015481811331,0.009164612245704123,0.005535356287563836,0.015673610909404292,0.00444253283379615,0.004310164046778454,0.020893025444063344,0.014090011633863178
0.013710270713767778,0.01502245713970906,0.0323519240268046,0.06718881546880315,0.00786051938424366,0.03184567553402607,0.10238427117405546,0.04290772404117445,0.0075576474645688415,0.022821224807250257,0.015215795618779724,0.03131497856953922,0.008709047999080548,0.006606595785518005,0.017186881592400095,0.009037578768798496,0.023911755962293488,0.012326340657836374,0.012861689511374478,0.013120850510565172,0.06502133525963524,0.04304580200918554,0.016609687971634736,0.008056116683660049,0.00911365379567754,0.018099276078964024,0.011946017858861563,0.017739180967819474,0.020295595650514656,0.018706286403358634,0.007785787543370995,0.01903575417605407,0.02673120855310259,0.053299983706892595,0.03105369405558633,0.00813651107068517,0.03957407970126604,0.01181673180012543,0.009189453546034964,0.020961933820903292,0.0075227654253110475,0.007941278170680055,0.017776039332919606,0.016599781687167567
0.010896252862487082,0.00983266255493923,0.02443109777362419,0.060471276539970094,0.009015704839550722,0.022623575488150163,0.08018756706245327,0.035896791312548915,0.008176131654030918,0.02753310929966827,0.010685273344130377,0.044768166449598315,0.0070541689393493505,0.010614119281102672,0.014610590454341387,0.00919077846299557,0.02226610406992181,0.01700857037389136,0.011698858147275806,0.015892107236659046,0.06289873922402303,0.03217176793981845,0.01613175190457258,0.009338268019635922,0.008087848749634951,0.020420066946359512,0.01324998959589684,0.03438772035380849,0.017130262784100268,0.023912810946933476,0.00786364012765585,0.026641584279232397,0.04435817700063056,0.06243307142652288,0.021360967454712842,0.009272730111281444,0.04689246107918644,0.010832288861849438,0.005853075193078789,0.020285450886823733,0.005114424838457438,0.010579255797895386,0.023076613472895736,0.014854126858304983
0.013340040705133267,0.010313321287005585,0.026645232887753674,0.06881344038196745,0.009956398418370212,0.02692649493183143,0.08464470784710319,0.04069576136097506,0.00849949943864687,0.025115037431822963,0.014214508857309559,0.029364611778379443,0.0064135524843656295,0.008971436044632559,0.014337609861009007,0.008672650339416534,0.02253240233648169,0.012322993354937879,0.01753959377193445,0.010696824662005795,0.06371570060463382,0.03578288219696869,0.018340584410633805,0.005659076474054488,0.007049852037442537,0.017811607928559025,0.013313788417552704,0.025936526672486606,0.019476152141954986,0.013523940614690802,0.00921448684341498,0.018944211587782294,0.04967455152063623,0.05647178379926559,0.04364823607281371,0.008035239719035072,0.03794946505945927,0.0155942639161211,0.003874110672235979,0.0167117305311448,0.004931961654890888,0.007475861248659666,0.02924968794298004,0.017598179751500798
0.018844339575060872,0.009561170617678897,0.029707113833965203,0.06452519138559595,0.008423390169407522,0.026645574712808262,0.09587021870881232,0.04138382447008729,0.010104530734436474,0.026320490812579745,0.015000510587243021,0.042851453699456615,0.008409645420279095,0.00804711687765032,0.013829197169471114,0.008916958079615808,0.0219714268204443,0.015569530639701061,0.016053381273408964,0.008308864396462763,0.0610791751262261,0.03692002771741802,0.010567190527794267,0.008548668121547018,0.007956175397197967,0.020084913087614387,0.01379784863615087,0.018041658431819204,0.019035617528243273,0.019149824497656707,0.007608540081668212,0.017651484592209835,0.038109038113108645,0.052027200481357984,0.030585079742053396,0.00979502237710088,0.044356682820205585,0.012054681933589925,0.007697057019567077,0.023637705133573727,0.00561906345994662,0.006750142095147843,0.02219736202007052,0.016385911074566294
0.012529948020754252,0.009985718483146677,0.029199525843828636,0.06990770788484364,0.008325566408778797,0.029376736045511925,0.09246306487426768,0.026495054470903164,0.007141182819662062,0.02578879599427175,0.011759160920445329,0.03382616597208393,0.008853796458292715,0.010295506418577764,0.011980226904483492,0.0064826081880070595,0.021859472929634204,0.01417450021103979,0.016921271159663184,0.011105603003861311,0.06360350258777517,0.03599770286681652,0.01209165656841419,0.0062326989923496305,0.007221121025458887,0.036887557041736636,0.011479057019772062,0.023606265356904285,0.01651528742841887,0.021627136655811115,0.008920863368449076,0.021660690439538763,0.04561588701971947,0.05608478587727611,0.038499257872960276,0.009015586215820536,0.038541887115072955,0.013385096518006977,0.008409830466146665,0.021868650373787473,0.004159809503920242,0.004744360801520325,0.020487237340866753,0.014872458531399685
0.01366372730925615,0.009025826105512818,0.03080235871335765,0.07418908980788182,0.018529190518447796,0.027327563062999327,0.07650596496636679,0.03540915054271876,0.009540361165514436,0.024273914816550172,0.012188914758980773,0.03058566636555366,0.011348244626397188,0.0074416453898159445,0.021267174265492534,0.008513119756047207,0.02159393469847969,0.02128211440962626,0.014430621859608512,0.013531952398647296,0.0663744988152351,0.03020681858946544,0.01712726766100811,0.010637532799123932,0.009291465611813219,0.01887304025460765,0.010453116956327427,0.027697108590335046,0.01644960004949787,0.016266787112729268,0.008187695337570688,0.015883683232955376,0.04079888580996287,0.055777486704835434,0.033726317354555016,0.011813570579566916,0.039111449031648204,0.01826375364203219,0.007419148283525725,0.02016795580366482,0.006689736559177885,0.006967792970494492,0.020209072002065866,0.010155680710546726
0.01639946833742644,0.012663036414938109,0.02637029916979139,0.06845336299248116,0.01019136577998113,0.027490182321954583,0.08170090776703846,0.04150277426671315,0.008265518556669392,0.030527087128731614,0.014246001184663586,0.026886428216032727,0.007837031541420106,0.010379857029407892,0.015267794623620243,0.0059613414255939535,0.02591125481813761,0.016131896899274176,0.01557669762042148,0.009809682948670581,0.07136115716788133,0.02844626731503992,0.01834427198631549,0.006013201708034093,0.006538960473394192,0.018841048602389308,0.01260647084523213,0.024374960508135913,0.01997266174659977,0.01444233429204315,0.008065934677850113,0.029928997943275464,0.04492942058944866,0.051024140642987784,0.035358885007830056,0.009573753165975814,0.04059284678681181,0.01384143951362478,0.006359095018999843,0.015766854437205633,0.008076335543528606,0.006770133533913337,0.022531198839222413,0.014667640611292618
